index,id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,churn,age_group,hasloan,camp_success,month_num,quarter,churn_cat
11108,id_18172,51.0,blue-collar,married,secondary,no,4789.0,yes,no,cellular,7,apr,908.0,1.0,0,1,Adult,True,True,4,Q2,Subscribed
4583,id_39278,86.0,retired,married,secondary,no,81208.0,no,no,telephone,1,apr,392.0,1.0,3,1,Senior,False,True,4,Q2,Subscribed
4559,id_33892,34.0,admin.,single,secondary,no,624.0,no,no,cellular,17,apr,220.0,2.0,3,0,Young Adult,False,False,4,Q2,UnSubscribed
21608,id_26067,56.0,services,single,secondary,no,1219.0,yes,yes,cellular,17,apr,750.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
16383,id_32457,34.0,technician,married,secondary,no,956.0,yes,no,cellular,16,apr,526.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
2596,id_28175,36.0,self-employed,married,tertiary,no,-3060.0,yes,yes,cellular,17,apr,868.0,3.0,0,1,Adult,True,True,4,Q2,Subscribed
2165,id_37612,39.0,technician,married,secondary,no,710.0,yes,no,cellular,17,apr,199.0,1.0,3,0,Adult,True,False,4,Q2,UnSubscribed
12144,id_19034,71.0,retired,married,tertiary,no,15831.0,no,no,cellular,5,apr,168.0,3.0,1,0,Senior,False,False,4,Q2,UnSubscribed
14835,id_3661,31.0,student,married,tertiary,no,10591.0,yes,no,cellular,12,apr,154.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
4545,id_9689,43.0,management,married,secondary,no,2895.0,no,no,cellular,5,apr,283.0,1.0,4,0,Adult,False,False,4,Q2,UnSubscribed
13171,id_29662,25.0,student,single,tertiary,no,1131.0,no,no,cellular,21,apr,444.0,4.0,0,1,Young Adult,False,True,4,Q2,Subscribed
16385,id_22279,48.0,admin.,divorced,secondary,no,215.0,yes,yes,cellular,16,apr,185.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
24888,id_29444,39.0,technician,married,tertiary,no,2000.0,yes,no,cellular,6,apr,102.0,10.0,0,0,Adult,True,False,4,Q2,UnSubscribed
21609,id_6571,40.0,entrepreneur,married,secondary,no,-1.0,yes,yes,cellular,20,apr,296.0,2.0,1,0,Adult,True,False,4,Q2,UnSubscribed
18377,id_22217,30.0,blue-collar,married,secondary,no,575.0,yes,yes,cellular,17,apr,84.0,2.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
8630,id_13252,49.0,blue-collar,married,secondary,no,739.0,yes,no,cellular,16,apr,220.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
4552,id_28942,34.0,blue-collar,married,secondary,no,797.0,no,no,cellular,5,apr,146.0,1.0,0,1,Young Adult,False,True,4,Q2,Subscribed
27555,id_29164,49.0,admin.,married,primary,no,205.0,yes,no,cellular,17,apr,372.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
27552,id_22643,43.0,self-employed,married,secondary,no,3122.0,yes,no,cellular,3,apr,1197.0,2.0,2,1,Adult,True,True,4,Q2,Subscribed
984,id_35804,33.0,blue-collar,married,secondary,no,1260.0,yes,no,cellular,20,apr,89.0,3.0,7,0,Young Adult,True,False,4,Q2,UnSubscribed
8326,id_25765,44.0,blue-collar,married,primary,no,2523.0,yes,no,cellular,16,apr,276.0,2.0,9,0,Adult,True,False,4,Q2,UnSubscribed
18739,id_39829,49.0,blue-collar,married,secondary,no,2322.0,yes,no,cellular,7,apr,325.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
1490,id_38991,29.0,services,single,secondary,no,53.0,yes,no,cellular,17,apr,203.0,4.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
13574,id_20601,33.0,management,single,tertiary,no,570.0,yes,no,cellular,14,apr,251.0,2.0,3,0,Young Adult,True,False,4,Q2,UnSubscribed
1976,id_12442,51.0,management,married,secondary,no,50.0,yes,no,cellular,17,apr,95.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
24405,id_28645,34.0,services,married,secondary,no,702.0,no,no,cellular,17,apr,301.0,2.0,2,0,Young Adult,False,False,4,Q2,UnSubscribed
850,id_1632,27.0,services,married,secondary,no,491.0,yes,no,cellular,14,apr,346.0,3.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
16857,id_5169,35.0,management,married,tertiary,no,2596.0,no,no,cellular,30,apr,1353.0,2.0,0,1,Adult,False,True,4,Q2,Subscribed
26647,id_45178,29.0,management,single,tertiary,no,148.0,yes,no,cellular,20,apr,278.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
11880,id_3890,48.0,management,married,primary,no,1123.0,yes,no,cellular,20,apr,227.0,5.0,0,0,Adult,True,False,4,Q2,UnSubscribed
7771,id_37752,45.0,blue-collar,divorced,secondary,no,-447.0,yes,no,cellular,17,apr,81.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
19449,id_8699,34.0,technician,married,tertiary,no,353.0,yes,no,cellular,16,apr,299.0,3.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
13941,id_41755,40.0,management,single,tertiary,no,8040.0,yes,no,cellular,20,apr,48.0,3.0,1,0,Adult,True,False,4,Q2,UnSubscribed
13940,id_32327,38.0,technician,divorced,secondary,no,300.0,yes,yes,cellular,17,apr,401.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
466,id_38468,45.0,blue-collar,married,secondary,no,82.0,yes,no,cellular,20,apr,35.0,3.0,5,0,Adult,True,False,4,Q2,UnSubscribed
16855,id_17743,37.0,blue-collar,divorced,secondary,no,3.0,yes,no,telephone,20,apr,163.0,1.0,5,1,Adult,True,True,4,Q2,Subscribed
5922,id_3600,32.0,technician,married,secondary,no,-1.0,yes,no,cellular,6,apr,120.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
24411,id_6638,28.0,blue-collar,married,secondary,no,384.0,yes,no,cellular,16,apr,192.0,2.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
19456,id_34506,37.0,management,single,tertiary,no,755.0,yes,no,telephone,20,apr,45.0,2.0,5,0,Adult,True,False,4,Q2,UnSubscribed
30830,id_23133,40.0,blue-collar,married,secondary,no,166.0,no,no,telephone,20,apr,177.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
13954,id_16045,50.0,management,divorced,tertiary,no,270.0,yes,no,cellular,17,apr,192.0,2.0,1,0,Adult,True,False,4,Q2,UnSubscribed
5940,id_3023,39.0,management,married,tertiary,no,282.0,yes,no,cellular,6,apr,311.0,1.0,3,0,Adult,True,False,4,Q2,UnSubscribed
5520,id_32340,44.0,services,married,secondary,no,3685.0,yes,no,cellular,20,apr,151.0,1.0,1,0,Adult,True,False,4,Q2,UnSubscribed
19462,id_31732,69.0,retired,divorced,primary,no,274.0,no,no,cellular,15,apr,89.0,1.0,0,0,Senior,False,False,4,Q2,UnSubscribed
849,id_36794,34.0,blue-collar,single,secondary,no,-318.0,yes,no,cellular,17,apr,534.0,3.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
9789,id_1347,35.0,admin.,married,secondary,no,18.0,no,no,cellular,17,apr,316.0,1.0,3,0,Adult,False,False,4,Q2,UnSubscribed
30828,id_42651,23.0,management,single,tertiary,no,106.0,no,yes,cellular,16,apr,327.0,3.0,0,1,Young Adult,True,True,4,Q2,Subscribed
26666,id_36162,41.0,technician,married,tertiary,no,781.0,no,no,cellular,3,apr,292.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
19097,id_25750,34.0,management,single,tertiary,no,2073.0,no,no,cellular,22,apr,560.0,1.0,0,1,Young Adult,False,True,4,Q2,Subscribed
8017,id_11494,40.0,technician,married,tertiary,no,753.0,no,no,cellular,30,apr,357.0,1.0,1,1,Adult,False,True,4,Q2,Subscribed
19457,id_16334,77.0,retired,married,tertiary,no,2988.0,no,no,cellular,22,apr,233.0,1.0,0,1,Senior,False,True,4,Q2,Subscribed
21106,id_6392,27.0,admin.,single,secondary,no,653.0,no,no,cellular,8,apr,222.0,1.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
26307,id_5870,34.0,admin.,married,secondary,no,753.0,no,no,cellular,21,apr,212.0,1.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
463,id_21658,38.0,blue-collar,married,secondary,no,324.0,no,no,cellular,14,apr,128.0,2.0,2,0,Adult,False,False,4,Q2,UnSubscribed
16859,id_10010,40.0,blue-collar,divorced,primary,no,514.0,yes,no,cellular,13,apr,186.0,2.0,1,0,Adult,True,False,4,Q2,UnSubscribed
13955,id_37937,44.0,admin.,divorced,secondary,no,1196.0,yes,yes,cellular,7,apr,824.0,1.0,1,0,Adult,True,False,4,Q2,UnSubscribed
13582,id_20548,32.0,management,single,tertiary,no,642.0,yes,no,cellular,20,apr,493.0,0.0,6,0,Young Adult,True,False,4,Q2,UnSubscribed
5941,id_29181,41.0,admin.,single,secondary,no,964.0,yes,no,cellular,7,apr,497.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
29138,id_122,30.0,services,married,secondary,no,-161.0,yes,no,cellular,17,apr,148.0,1.0,2,0,Young Adult,True,False,4,Q2,UnSubscribed
22791,id_7625,34.0,blue-collar,married,primary,no,342.0,yes,no,cellular,20,apr,240.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
16524,id_34186,56.0,blue-collar,married,secondary,no,1368.0,yes,no,cellular,16,apr,86.0,1.0,2,0,Adult,True,False,4,Q2,UnSubscribed
26619,id_30639,18.0,student,single,secondary,no,95.0,no,no,cellular,23,apr,116.0,3.0,0,0,Teen,False,False,4,Q2,UnSubscribed
29143,id_20223,27.0,entrepreneur,married,primary,no,498.0,yes,no,cellular,17,apr,391.0,2.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
31238,id_44892,33.0,blue-collar,married,secondary,no,2456.0,yes,no,cellular,6,apr,1840.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
26617,id_29038,36.0,blue-collar,married,secondary,no,541.0,yes,yes,cellular,17,apr,151.0,3.0,2,0,Adult,True,False,4,Q2,UnSubscribed
5905,id_20719,32.0,management,single,tertiary,no,1044.0,yes,no,cellular,17,apr,194.0,5.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
30873,id_1069,38.0,entrepreneur,married,secondary,no,211.0,yes,no,cellular,17,apr,118.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
21078,id_21180,33.0,services,single,secondary,no,762.0,yes,no,cellular,14,apr,267.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
26614,id_34629,50.0,services,married,secondary,no,2901.0,yes,no,cellular,15,apr,196.0,6.0,3,0,Adult,True,False,4,Q2,UnSubscribed
26611,id_18415,38.0,admin.,married,secondary,no,-2.0,no,no,cellular,9,apr,117.0,2.0,0,0,Adult,False,False,4,Q2,UnSubscribed
5600,id_688,33.0,management,married,tertiary,no,24.0,yes,no,cellular,8,apr,149.0,1.0,2,0,Young Adult,True,False,4,Q2,UnSubscribed
22829,id_18046,42.0,blue-collar,married,primary,no,611.0,yes,yes,cellular,3,apr,1109.0,1.0,1,0,Adult,True,False,4,Q2,UnSubscribed
13894,id_35171,40.0,self-employed,single,tertiary,no,560.0,yes,yes,cellular,8,apr,101.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
29354,id_15810,57.0,management,married,tertiary,no,3846.0,yes,no,cellular,8,apr,235.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
16804,id_39816,35.0,management,married,tertiary,no,1295.0,yes,no,cellular,16,apr,224.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
24433,id_29133,27.0,blue-collar,married,secondary,no,2169.0,yes,no,cellular,16,apr,141.0,1.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
13593,id_23086,54.0,admin.,married,secondary,no,866.0,yes,no,cellular,17,apr,87.0,1.0,1,0,Adult,True,False,4,Q2,UnSubscribed
7984,id_7982,31.0,management,single,tertiary,no,699.0,yes,no,cellular,17,apr,213.0,3.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
29191,id_3707,72.0,retired,married,primary,no,539.0,no,no,telephone,29,apr,99.0,5.0,0,0,Senior,False,False,4,Q2,UnSubscribed
16521,id_37338,34.0,blue-collar,married,secondary,no,983.0,yes,no,cellular,17,apr,139.0,1.0,2,0,Young Adult,True,False,4,Q2,UnSubscribed
2489,id_32907,32.0,management,married,tertiary,no,665.0,yes,no,cellular,7,apr,396.0,1.0,4,0,Young Adult,True,False,4,Q2,UnSubscribed
13924,id_36196,34.0,admin.,single,secondary,no,281.0,yes,no,cellular,1,apr,434.0,1.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
7776,id_39846,34.0,technician,divorced,secondary,no,253.0,yes,no,cellular,17,apr,63.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
11691,id_8888,22.0,management,single,tertiary,no,700.0,no,no,cellular,14,apr,150.0,2.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
13919,id_9012,28.0,management,single,tertiary,no,2817.0,yes,no,cellular,17,apr,197.0,2.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
26629,id_39778,75.0,self-employed,married,unknown,no,4988.0,no,no,telephone,28,apr,390.0,1.0,1,1,Senior,False,True,4,Q2,Subscribed
5574,id_704,33.0,admin.,single,secondary,no,732.0,yes,no,cellular,20,apr,160.0,1.0,2,0,Young Adult,True,False,4,Q2,UnSubscribed
1598,id_33326,40.0,blue-collar,married,secondary,no,1071.0,yes,no,cellular,9,apr,106.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
13917,id_34049,40.0,blue-collar,married,primary,no,121.0,yes,no,cellular,17,apr,809.0,3.0,2,0,Adult,True,False,4,Q2,UnSubscribed
13916,id_11110,45.0,services,married,secondary,no,204.0,yes,no,cellular,15,apr,207.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
7779,id_36983,26.0,blue-collar,married,primary,no,454.0,yes,yes,cellular,17,apr,200.0,3.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
30180,id_14270,36.0,admin.,married,secondary,no,-317.0,no,no,cellular,30,apr,116.0,1.0,1,0,Adult,False,False,4,Q2,UnSubscribed
26625,id_31013,63.0,retired,married,secondary,no,479.0,no,no,cellular,23,apr,152.0,1.0,0,0,Senior,False,False,4,Q2,UnSubscribed
13930,id_16067,24.0,management,single,tertiary,no,1437.0,no,no,cellular,27,apr,328.0,1.0,1,1,Young Adult,False,True,4,Q2,Subscribed
11886,id_9605,28.0,management,single,tertiary,no,227.0,yes,no,cellular,24,apr,53.0,2.0,3,0,Young Adult,True,False,4,Q2,UnSubscribed
26676,id_36202,43.0,blue-collar,married,secondary,no,544.0,yes,no,cellular,6,apr,126.0,3.0,1,0,Adult,True,False,4,Q2,UnSubscribed
7760,id_35992,42.0,blue-collar,married,primary,no,634.0,yes,no,cellular,20,apr,72.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
29896,id_24313,52.0,blue-collar,married,secondary,no,823.0,yes,no,cellular,16,apr,33.0,3.0,1,0,Adult,True,False,4,Q2,UnSubscribed
5443,id_14785,37.0,management,single,unknown,no,504.0,yes,no,cellular,16,apr,569.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
26755,id_4397,49.0,admin.,married,secondary,no,-243.0,yes,no,cellular,17,apr,83.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
7737,id_19294,23.0,student,single,secondary,no,369.0,yes,no,cellular,17,apr,154.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
22851,id_1023,30.0,management,single,tertiary,no,2017.0,no,no,cellular,13,apr,238.0,1.0,1,1,Young Adult,False,True,4,Q2,Subscribed
13531,id_5391,35.0,management,single,tertiary,no,1434.0,no,no,cellular,30,apr,77.0,1.0,2,0,Adult,False,False,4,Q2,UnSubscribed
11604,id_24045,58.0,retired,married,primary,no,-383.0,yes,yes,telephone,20,apr,526.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
19492,id_30223,34.0,student,single,unknown,no,1279.0,no,no,cellular,30,apr,90.0,1.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
19016,id_43074,31.0,management,single,tertiary,no,314.0,yes,no,cellular,8,apr,1193.0,1.0,3,1,Young Adult,True,True,4,Q2,Subscribed
26741,id_29050,47.0,blue-collar,married,secondary,no,1143.0,yes,no,cellular,20,apr,710.0,1.0,0,1,Adult,True,True,4,Q2,Subscribed
26738,id_31740,40.0,management,single,secondary,no,4.0,yes,yes,cellular,2,apr,455.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
5975,id_18635,46.0,management,married,tertiary,no,752.0,yes,no,cellular,2,apr,2889.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
24366,id_8364,39.0,management,married,tertiary,no,268.0,yes,no,cellular,8,apr,91.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
5972,id_40731,38.0,services,married,secondary,no,3743.0,yes,no,cellular,7,apr,256.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
5450,id_35265,36.0,blue-collar,married,primary,no,438.0,yes,no,cellular,17,apr,177.0,2.0,3,0,Adult,True,False,4,Q2,UnSubscribed
5983,id_29548,51.0,technician,married,secondary,no,2099.0,yes,no,cellular,5,apr,545.0,1.0,2,1,Adult,True,True,4,Q2,Subscribed
7736,id_15985,52.0,admin.,single,secondary,no,2363.0,yes,no,telephone,20,apr,53.0,3.0,0,0,Adult,True,False,4,Q2,UnSubscribed
30168,id_42249,57.0,housemaid,married,tertiary,no,2321.0,no,no,cellular,17,apr,371.0,1.0,0,1,Adult,False,True,4,Q2,Subscribed
20890,id_3075,40.0,technician,married,secondary,no,599.0,no,yes,cellular,15,apr,233.0,1.0,0,1,Adult,True,True,4,Q2,Subscribed
2749,id_6086,30.0,admin.,single,tertiary,no,4041.0,no,no,cellular,30,apr,1050.0,2.0,0,1,Young Adult,False,True,4,Q2,Subscribed
30523,id_31657,30.0,services,married,secondary,no,2187.0,yes,no,cellular,20,apr,152.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
9985,id_7475,32.0,management,married,tertiary,no,1385.0,yes,no,cellular,30,apr,767.0,1.0,0,1,Young Adult,True,True,4,Q2,Subscribed
26775,id_9642,34.0,technician,single,tertiary,no,6.0,yes,no,cellular,30,apr,301.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
5425,id_360,56.0,technician,married,primary,no,1228.0,no,no,cellular,7,apr,39.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
24350,id_15475,36.0,blue-collar,single,secondary,no,5395.0,yes,no,cellular,9,apr,495.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
1537,id_11381,34.0,student,single,secondary,no,330.0,yes,no,cellular,17,apr,220.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
13524,id_42586,31.0,technician,married,unknown,no,1450.0,no,no,cellular,27,apr,88.0,1.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
14052,id_8299,35.0,entrepreneur,married,tertiary,no,244.0,no,no,cellular,17,apr,348.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
16795,id_44622,30.0,services,married,secondary,no,1066.0,yes,yes,cellular,6,apr,225.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
21165,id_22116,42.0,blue-collar,married,secondary,no,95.0,yes,no,cellular,13,apr,361.0,3.0,2,0,Adult,True,False,4,Q2,UnSubscribed
8077,id_437,32.0,technician,single,secondary,no,4.0,yes,no,cellular,20,apr,161.0,3.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
5434,id_20149,69.0,retired,married,primary,no,2396.0,no,no,cellular,12,apr,146.0,1.0,1,0,Senior,False,False,4,Q2,UnSubscribed
26763,id_9752,38.0,services,single,secondary,no,-256.0,yes,no,cellular,14,apr,1063.0,1.0,0,1,Adult,True,True,4,Q2,Subscribed
19035,id_16390,47.0,blue-collar,married,primary,no,-176.0,yes,yes,cellular,17,apr,243.0,1.0,2,0,Adult,True,False,4,Q2,UnSubscribed
5970,id_17005,26.0,blue-collar,married,primary,no,669.0,yes,no,telephone,20,apr,39.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
26726,id_33753,30.0,management,single,tertiary,no,1000.0,yes,no,cellular,13,apr,181.0,5.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
22789,id_19682,31.0,services,single,primary,no,182.0,yes,no,cellular,20,apr,96.0,3.0,2,0,Young Adult,True,False,4,Q2,UnSubscribed
13988,id_30754,34.0,blue-collar,married,secondary,no,1235.0,yes,yes,cellular,9,apr,470.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
29127,id_18786,44.0,technician,married,secondary,no,483.0,no,no,cellular,9,apr,220.0,1.0,1,0,Adult,False,False,4,Q2,UnSubscribed
26690,id_31634,45.0,blue-collar,married,secondary,no,627.0,yes,no,cellular,16,apr,212.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
11889,id_9390,39.0,admin.,married,secondary,no,6128.0,yes,no,cellular,17,apr,1020.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
19469,id_14328,28.0,admin.,single,secondary,no,427.0,yes,no,cellular,15,apr,100.0,2.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
22846,id_42660,39.0,technician,married,tertiary,no,2867.0,no,no,cellular,3,apr,101.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
5503,id_16611,33.0,management,divorced,tertiary,no,651.0,no,no,cellular,16,apr,181.0,1.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
24389,id_17123,43.0,blue-collar,married,secondary,no,2693.0,yes,no,cellular,15,apr,154.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
5946,id_26757,51.0,blue-collar,married,primary,no,2834.0,yes,no,cellular,20,apr,140.0,4.0,12,0,Adult,True,False,4,Q2,UnSubscribed
11654,id_36469,44.0,management,married,primary,no,3230.0,yes,no,cellular,20,apr,1555.0,1.0,0,1,Adult,True,True,4,Q2,Subscribed
22589,id_24285,32.0,admin.,married,tertiary,no,1637.0,yes,yes,cellular,3,apr,106.0,1.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
26679,id_27746,42.0,management,married,tertiary,no,174.0,yes,no,cellular,17,apr,128.0,4.0,1,0,Adult,True,False,4,Q2,UnSubscribed
1180,id_12398,33.0,blue-collar,single,secondary,no,551.0,yes,no,cellular,20,apr,80.0,3.0,1,0,Young Adult,True,False,4,Q2,UnSubscribed
16872,id_25250,43.0,admin.,married,primary,no,1314.0,yes,no,cellular,30,apr,119.0,3.0,0,0,Adult,True,False,4,Q2,UnSubscribed
7759,id_29116,34.0,admin.,married,secondary,no,1.0,yes,no,cellular,20,apr,403.0,1.0,3,0,Young Adult,True,False,4,Q2,UnSubscribed
24640,id_778,48.0,housemaid,married,primary,no,617.0,yes,yes,cellular,30,apr,294.0,1.0,1,0,Adult,True,False,4,Q2,UnSubscribed
5900,id_38540,45.0,services,married,secondary,no,182.0,yes,no,cellular,1,apr,827.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
5494,id_42690,40.0,management,married,tertiary,no,640.0,yes,no,cellular,17,apr,191.0,2.0,0,0,Adult,True,False,4,Q2,UnSubscribed
26703,id_344,26.0,admin.,married,secondary,no,1431.0,yes,no,cellular,16,apr,478.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
29893,id_27391,53.0,unknown,married,tertiary,no,3566.0,no,no,cellular,30,apr,87.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
2654,id_15486,36.0,management,single,tertiary,no,692.0,yes,no,cellular,6,apr,128.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
452,id_33808,29.0,admin.,single,secondary,no,913.0,yes,no,unknown,27,apr,378.0,1.0,0,1,Young Adult,True,True,4,Q2,Subscribed
19048,id_29059,33.0,management,married,tertiary,no,4016.0,yes,yes,cellular,15,apr,241.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
26287,id_41177,37.0,services,divorced,secondary,no,539.0,yes,no,cellular,17,apr,92.0,1.0,2,0,Adult,True,False,4,Q2,UnSubscribed
26720,id_41626,41.0,blue-collar,married,primary,no,244.0,yes,no,cellular,16,apr,401.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
14003,id_32359,35.0,blue-collar,single,primary,no,259.0,yes,no,cellular,17,apr,217.0,2.0,2,0,Adult,True,False,4,Q2,UnSubscribed
26715,id_21689,31.0,management,single,tertiary,no,2971.0,yes,no,cellular,20,apr,173.0,1.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
19477,id_6279,34.0,blue-collar,married,secondary,no,108.0,yes,no,cellular,14,apr,266.0,5.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
11642,id_27463,45.0,blue-collar,married,secondary,no,315.0,yes,yes,cellular,20,apr,230.0,3.0,2,0,Adult,True,False,4,Q2,UnSubscribed
13552,id_33119,43.0,management,divorced,secondary,no,147.0,yes,no,cellular,20,apr,108.0,2.0,5,0,Adult,True,False,4,Q2,UnSubscribed
31256,id_5376,43.0,admin.,divorced,secondary,no,449.0,yes,no,cellular,17,apr,159.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
16501,id_29259,21.0,management,single,tertiary,no,2844.0,no,no,cellular,30,apr,791.0,2.0,0,1,Young Adult,False,True,4,Q2,Subscribed
26705,id_20699,46.0,management,married,unknown,no,2467.0,no,no,telephone,1,apr,232.0,3.0,1,1,Adult,False,True,4,Q2,Subscribed
29360,id_10331,36.0,blue-collar,single,secondary,no,13156.0,yes,no,cellular,17,apr,310.0,4.0,1,0,Adult,True,False,4,Q2,UnSubscribed
26291,id_4474,26.0,admin.,single,secondary,no,381.0,no,no,cellular,30,apr,566.0,1.0,0,1,Young Adult,False,True,4,Q2,Subscribed
30212,id_14797,39.0,blue-collar,married,secondary,no,52.0,yes,no,telephone,20,apr,379.0,1.0,0,0,Adult,True,False,4,Q2,UnSubscribed
13889,id_23644,36.0,admin.,married,secondary,no,2317.0,yes,no,cellular,20,apr,68.0,3.0,1,0,Adult,True,False,4,Q2,UnSubscribed
26346,id_26830,26.0,blue-collar,single,primary,no,4600.0,no,no,telephone,13,apr,135.0,6.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
26398,id_43759,60.0,blue-collar,married,secondary,no,3028.0,yes,no,cellular,24,apr,169.0,1.0,0,1,Senior,True,True,4,Q2,Subscribed
30198,id_18492,29.0,technician,married,secondary,no,1179.0,yes,no,cellular,17,apr,356.0,3.0,3,0,Young Adult,True,False,4,Q2,UnSubscribed
13765,id_13431,38.0,management,married,tertiary,no,17334.0,no,no,cellular,20,apr,88.0,1.0,0,0,Adult,False,False,4,Q2,UnSubscribed
29172,id_4510,55.0,blue-collar,married,unknown,no,3587.0,no,no,cellular,30,apr,111.0,1.0,1,0,Adult,False,False,4,Q2,UnSubscribed
21011,id_39212,31.0,management,single,tertiary,no,562.0,no,no,cellular,30,apr,111.0,2.0,0,0,Young Adult,False,False,4,Q2,UnSubscribed
19272,id_45097,29.0,management,single,tertiary,no,1803.0,no,no,cellular,30,apr,302.0,1.0,0,1,Young Adult,False,True,4,Q2,Subscribed
7831,id_37006,23.0,student,single,primary,no,474.0,no,no,cellular,30,apr,562.0,1.0,0,1,Young Adult,False,True,4,Q2,Subscribed
19273,id_12599,34.0,services,single,secondary,no,1409.0,yes,no,cellular,14,apr,272.0,3.0,0,0,Young Adult,True,False,4,Q2,UnSubscribed
